lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.18282444775104523,0.8436934351921082,2.0043192705543333e-07,0.24590547382831573,0.7775163054466248,-0.008648195303976536,0.2725875675678253,0.6917017698287964,-0.004129887092858553,0.27476441860198975,0.6245954632759094,-0.002522994065657258,0.27008163928985596,0.5727541446685791,-0.0010106951231136918,0.22492125630378723,0.6356359720230103,0.026617353782057762,0.23212392628192902,0.5771311521530151,0.01776963844895363,0.2494339644908905,0.5575394630432129,0.004429969005286694,0.26385006308555603,0.5556263327598572,-0.003946102689951658,0.19205476343631744,0.6350266337394714,0.024746602401137352,0.19537557661533356,0.5606358051300049,0.012187318876385689,0.21536286175251007,0.5491451621055603,-0.005881989374756813,0.23360182344913483,0.5656351447105408,-0.01610689051449299,0.15757489204406738,0.6450207829475403,0.018808981403708458,0.1557239592075348,0.5677743554115295,0.0035394271835684776,0.17897628247737885,0.5594159960746765,-0.01150362566113472,0.2009357362985611,0.58271324634552,-0.01838957890868187,0.12069657444953918,0.6665770411491394,0.011860397644340992,0.12400341033935547,0.6024235486984253,-0.0031174386385828257,0.14854946732521057,0.5885769128799438,-0.012332853861153126,0.17494510114192963,0.6021068096160889,-0.016104526817798615,STOP
0.18165099620819092,0.8457685112953186,3.120423457403376e-07,0.24584616720676422,0.7772601842880249,-0.010359075851738453,0.27547988295555115,0.6922034025192261,-0.005315383896231651,0.2761116921901703,0.6258704662322998,-0.0022699797991663218,0.26939862966537476,0.5779609680175781,0.0005523968138732016,0.23080313205718994,0.6360687613487244,0.02237815596163273,0.2401776760816574,0.5792773962020874,0.011597755365073681,0.25603631138801575,0.549383819103241,-0.002643200336024165,0.27265608310699463,0.5302896499633789,-0.012072906829416752,0.1962876319885254,0.6336337924003601,0.020981481298804283,0.20347335934638977,0.5664247274398804,0.008887537755072117,0.2169945240020752,0.5439526438713074,-0.0064266761764883995,0.23508182168006897,0.5396366119384766,-0.01576860249042511,0.1611391305923462,0.6428532004356384,0.014890708960592747,0.1626681387424469,0.5712925791740417,-0.0017592387739568949,0.17518706619739532,0.5496023297309875,-0.015051822178065777,0.19325605034828186,0.5524827241897583,-0.021141326054930687,0.12250414490699768,0.6644667983055115,0.007401823066174984,0.1291719377040863,0.602331817150116,-0.00940195843577385,0.1478756070137024,0.5775758028030396,-0.018732070922851562,0.17113268375396729,0.5731461048126221,-0.02278837561607361,STOP
0.17900881171226501,0.8363795280456543,3.91767628116213e-07,0.24547173082828522,0.7817369699478149,-0.012741475366055965,0.2792247533798218,0.6962267160415649,-0.008316878229379654,0.2810599207878113,0.6296941637992859,-0.004683771636337042,0.27878808975219727,0.5808244943618774,-0.001073138671927154,0.23464429378509521,0.6263366341590881,0.014774731360375881,0.2500741183757782,0.5648046731948853,0.005032949615269899,0.26474249362945557,0.5294562578201294,-0.006432210560888052,0.2802753448486328,0.5017581582069397,-0.014457412995398045,0.20078955590724945,0.6205406188964844,0.014085513539612293,0.21721114218235016,0.5524417757987976,0.005621899385005236,0.23350608348846436,0.5201669931411743,-0.005080971401184797,0.25586438179016113,0.49717122316360474,-0.0125570734962821,0.16669940948486328,0.6283878087997437,0.008862906135618687,0.17825940251350403,0.5571034550666809,-0.004675666335970163,0.19600217044353485,0.5276927351951599,-0.013896352611482143,0.2208804339170456,0.5125348567962646,-0.018702726811170578,0.1278911530971527,0.6502349972724915,0.0018915882101282477,0.13439640402793884,0.5906780362129211,-0.01269438024610281,0.15183717012405396,0.5599666833877563,-0.019670389592647552,0.17610666155815125,0.541890561580658,-0.022841185331344604,STOP
0.18072699010372162,0.8331289887428284,4.974374405719573e-07,0.25016945600509644,0.7786903977394104,-0.011780688539147377,0.28186675906181335,0.6929747462272644,-0.006966500077396631,0.28555259108543396,0.6253858804702759,-0.0023743233177810907,0.2849104106426239,0.5780054926872253,0.0018692523008212447,0.2384268343448639,0.6225371360778809,0.012427701614797115,0.2557545304298401,0.5496117472648621,0.004069062415510416,0.2708386182785034,0.5054654479026794,-0.006284482777118683,0.28560739755630493,0.4681552052497864,-0.013879736885428429,0.2026510387659073,0.6144720911979675,0.011624917387962341,0.22031812369823456,0.5373903512954712,0.00544712832197547,0.23777389526367188,0.4939659535884857,-0.003577364608645439,0.25760209560394287,0.45893701910972595,-0.009988023899495602,0.16574428975582123,0.621568500995636,0.006677959114313126,0.1754264086484909,0.5414727330207825,-0.00421765074133873,0.18997783958911896,0.49528610706329346,-0.01344575360417366,0.2084844410419464,0.45769625902175903,-0.019101394340395927,0.12535861134529114,0.6442749500274658,0.0003696401254273951,0.13094758987426758,0.580681562423706,-0.011537977494299412,0.14336872100830078,0.5461903214454651,-0.01644808240234852,0.1589936912059784,0.5166686177253723,-0.018862901255488396,STOP
0.1791057288646698,0.8313797116279602,5.268684617476538e-07,0.2518150508403778,0.7748022675514221,-0.011431345716118813,0.2832087576389313,0.6912848353385925,-0.00796064268797636,0.287667453289032,0.6234304904937744,-0.0050594741478562355,0.2910577058792114,0.5731458067893982,-0.0026043120305985212,0.23857367038726807,0.6180253028869629,0.009610671550035477,0.25689372420310974,0.5379578471183777,-0.00040978429024107754,0.27005940675735474,0.4864635169506073,-0.011454202234745026,0.2811375856399536,0.44159412384033203,-0.019677387550473213,0.20240221917629242,0.608229398727417,0.006915628910064697,0.22059297561645508,0.5211697816848755,-0.0013124645920470357,0.23760052025318146,0.46773403882980347,-0.011902287602424622,0.25457775592803955,0.42225492000579834,-0.01946513168513775,0.16507276892662048,0.6145670413970947,0.0003487974463496357,0.17512962222099304,0.5254207849502563,-0.011845028027892113,0.18814031779766083,0.4711698889732361,-0.022731637582182884,0.20346665382385254,0.4250320792198181,-0.02962484210729599,0.12476971000432968,0.6369566321372986,-0.00746294017881155,0.12555821239948273,0.5686858296394348,-0.020157037302851677,0.13635361194610596,0.5281155109405518,-0.026077164337038994,0.15117338299751282,0.49157536029815674,-0.029390865936875343,STOP
0.178634375333786,0.8275450468063354,5.140037728779134e-07,0.2504611611366272,0.7771483063697815,-0.016797896474599838,0.28522321581840515,0.6961507201194763,-0.016784779727458954,0.2911735773086548,0.6267074346542358,-0.016117656603455544,0.2956662178039551,0.573600709438324,-0.015875358134508133,0.24289961159229279,0.6089863181114197,-0.0021415031515061855,0.25980618596076965,0.5241459608078003,-0.015184885822236538,0.26948925852775574,0.46906542778015137,-0.027602333575487137,0.2763988673686981,0.42140424251556396,-0.03649083524942398,0.20341822504997253,0.6007755994796753,-0.003829415887594223,0.22007045149803162,0.5068742632865906,-0.014452353119850159,0.23334969580173492,0.44715726375579834,-0.026109101250767708,0.24552011489868164,0.3967230021953583,-0.0343954972922802,0.1635911464691162,0.6104939579963684,-0.009234210476279259,0.17042529582977295,0.5160221457481384,-0.022532716393470764,0.18016383051872253,0.4576553702354431,-0.03380374610424042,0.19218242168426514,0.4083710312843323,-0.0411200076341629,0.12088842689990997,0.6361089944839478,-0.016342755407094955,0.11571768671274185,0.5653954148292542,-0.03006376512348652,0.1196226254105568,0.5205085277557373,-0.036542635411024094,0.12705525755882263,0.478667676448822,-0.0401914082467556,STOP
0.17868643999099731,0.8298232555389404,4.7199389996421814e-07,0.25031721591949463,0.7773429751396179,-0.019510723650455475,0.28668251633644104,0.6935759782791138,-0.022193191573023796,0.29282015562057495,0.6211270689964294,-0.0239865742623806,0.300649493932724,0.5665215253829956,-0.026444215327501297,0.24254468083381653,0.605266809463501,-0.01060992106795311,0.25792592763900757,0.5172881484031677,-0.026857895776629448,0.26557058095932007,0.4597674608230591,-0.04102620854973793,0.27008211612701416,0.4091614782810211,-0.051310162991285324,0.20198151469230652,0.5971516966819763,-0.01286767516285181,0.21834301948547363,0.5001064538955688,-0.026434345170855522,0.2293023318052292,0.4379572570323944,-0.039755679666996,0.2381572127342224,0.3859204053878784,-0.0494072362780571,0.16109336912631989,0.6088244318962097,-0.01863357052206993,0.16444134712219238,0.5119711756706238,-0.034259479492902756,0.17061080038547516,0.4529091715812683,-0.046860262751579285,0.17869243025779724,0.40285277366638184,-0.05536991357803345,0.11761179566383362,0.6376370787620544,-0.02621595747768879,0.10771195590496063,0.5657252073287964,-0.04309713840484619,0.10632199794054031,0.5184064507484436,-0.05153476819396019,0.10820813477039337,0.4740835726261139,-0.05645645037293434,STOP
0.17455026507377625,0.836146354675293,4.4086809225518664e-07,0.24724316596984863,0.7863039970397949,-0.022389670833945274,0.2858840525150299,0.6983333230018616,-0.025867994874715805,0.29413241147994995,0.6213411092758179,-0.028145164251327515,0.30637863278388977,0.5648798942565918,-0.03084982931613922,0.24440988898277283,0.6047778129577637,-0.011575613170862198,0.2585451006889343,0.5144078135490417,-0.02768501453101635,0.2639783024787903,0.4559875726699829,-0.04202594235539436,0.26576709747314453,0.40420371294021606,-0.052762407809495926,0.20313361287117004,0.5969001650810242,-0.0127983083948493,0.21867676079273224,0.4987019896507263,-0.026590965688228607,0.22780092060565948,0.43490034341812134,-0.0407869927585125,0.2340719997882843,0.38087308406829834,-0.051296208053827286,0.16178858280181885,0.6092290282249451,-0.017822712659835815,0.16357004642486572,0.5141258239746094,-0.03364001587033272,0.16772593557834625,0.4541906416416168,-0.04720104858279228,0.17309962213039398,0.40276023745536804,-0.0566391721367836,0.11793926358222961,0.6385664939880371,-0.02502155676484108,0.107198566198349,0.5676580667495728,-0.042101215571165085,0.10359539836645126,0.5205430388450623,-0.05123244598507881,0.10261891782283783,0.4759168326854706,-0.05686226114630699,STOP
0.17895551025867462,0.8379342555999756,4.0077588892017957e-07,0.25183534622192383,0.7871825695037842,-0.01969689130783081,0.29057779908180237,0.7018172740936279,-0.023009169846773148,0.29738253355026245,0.6258499026298523,-0.02564489282667637,0.31027668714523315,0.5707407593727112,-0.028881393373012543,0.2475237101316452,0.6058105826377869,-0.012125502340495586,0.26114535331726074,0.5158814191818237,-0.02887694537639618,0.26676201820373535,0.4588901996612549,-0.04316061735153198,0.2692142426967621,0.4083578586578369,-0.05374471843242645,0.2049737423658371,0.598013162612915,-0.015018187463283539,0.21834684908390045,0.49789220094680786,-0.02947859838604927,0.22629430890083313,0.4353511333465576,-0.04315178468823433,0.2311931699514389,0.383388876914978,-0.05313209816813469,0.16301582753658295,0.6112732291221619,-0.02127983793616295,0.16230104863643646,0.5156256556510925,-0.037416718900203705,0.16635853052139282,0.45776405930519104,-0.0498124435544014,0.17094802856445312,0.4086969196796417,-0.05840756744146347,0.11945619434118271,0.6421996355056763,-0.029465408995747566,0.10940570384263992,0.5711944103240967,-0.04610850289463997,0.10670866817235947,0.5245036482810974,-0.0541253387928009,0.10603293776512146,0.4807400703430176,-0.05898730829358101,STOP
0.18238575756549835,0.8431628346443176,4.1087557178798306e-07,0.25350677967071533,0.7901378870010376,-0.022534966468811035,0.2922474145889282,0.7047913670539856,-0.027785148471593857,0.3006366789340973,0.6297334432601929,-0.03214506059885025,0.3150772154331207,0.573454737663269,-0.03702927380800247,0.24980677664279938,0.6100916862487793,-0.014198624528944492,0.2634703814983368,0.5180589556694031,-0.032585788518190384,0.2683525085449219,0.45987221598625183,-0.04812096804380417,0.26996585726737976,0.40839433670043945,-0.05945085734128952,0.2078418880701065,0.6043874025344849,-0.016624940559267998,0.22136983275413513,0.5038158297538757,-0.03279590606689453,0.22854934632778168,0.44053584337234497,-0.04802516847848892,0.23322150111198425,0.3871394693851471,-0.059104785323143005,0.16615206003189087,0.6183299422264099,-0.02278260514140129,0.1679953783750534,0.522706151008606,-0.040280167013406754,0.17303168773651123,0.4624655842781067,-0.05386105552315712,0.17883752286434174,0.41070324182510376,-0.06329426914453506,0.12222248315811157,0.6485949158668518,-0.031133582815527916,0.11447303742170334,0.5781381130218506,-0.048654697835445404,0.11227765679359436,0.5308539271354675,-0.057275839149951935,0.11180959641933441,0.48613059520721436,-0.06265060603618622,STOP
